estudiante_id,curso_id,nombre_curso,valoracion,categoria
519,104,Diseño UX/UI,1.0,Diseño
638,105,Desarrollo Web Full Stack,4.0,Programación
973,107,Marketing Digital,4.0,Negocios
623,103,Análisis de Datos con Pandas,1.0,Ciencia de Datos
160,108,SQL Avanzado,1.0,Bases de Datos
983,109,Redes Neuronales,5.0,Ciencia de Datos
214,104,Diseño UX/UI,3.0,Diseño
925,109,Redes Neuronales,5.0,Ciencia de Datos
610,102,Machine Learning Básico,4.0,Ciencia de Datos
205,107,Marketing Digital,4.0,Negocios
218,104,Diseño UX/UI,2.0,Diseño
104,109,Redes Neuronales,5.0,Ciencia de Datos
824,104,Diseño UX/UI,2.0,Diseño
331,106,Blockchain Fundamentals,1.0,Tecnología
529,110,Big Data con Spark,4.0,Ciencia de Datos
199,110,Big Data con Spark,1.0,Ciencia de Datos
26,109,Redes Neuronales,2.0,Ciencia de Datos
507,103,Análisis de Datos con Pandas,3.0,Ciencia de Datos
461,105,Desarrollo Web Full Stack,4.0,Programación
863,101,Introducción a Python,1.0,Programación
687,104,Diseño UX/UI,4.0,Diseño
569,109,Redes Neuronales,2.0,Ciencia de Datos
794,101,Introducción a Python,2.0,Programación
5,104,Diseño UX/UI,4.0,Diseño
361,108,SQL Avanzado,1.0,Bases de Datos
946,106,Blockchain Fundamentals,3.0,Tecnología
738,110,Big Data con Spark,5.0,Ciencia de Datos
558,105,Desarrollo Web Full Stack,2.0,Programación
590,110,Big Data con Spark,5.0,Ciencia de Datos
223,103,Análisis de Datos con Pandas,5.0,Ciencia de Datos
520,101,Introducción a Python,1.0,Programación
752,102,Machine Learning Básico,3.0,Ciencia de Datos
863,106,Blockchain Fundamentals,1.0,Tecnología
272,104,Diseño UX/UI,3.0,Diseño
252,108,SQL Avanzado,3.0,Bases de Datos
90,109,Redes Neuronales,4.0,Ciencia de Datos
139,105,Desarrollo Web Full Stack,1.0,Programación
274,103,Análisis de Datos con Pandas,2.0,Ciencia de Datos
154,106,Blockchain Fundamentals,4.0,Tecnología
620,103,Análisis de Datos con Pandas,5.0,Ciencia de Datos
571,102,Machine Learning Básico,1.0,Ciencia de Datos
619,105,Desarrollo Web Full Stack,2.0,Programación
930,107,Marketing Digital,5.0,Negocios
362,108,SQL Avanzado,4.0,Bases de Datos
495,101,Introducción a Python,3.0,Programación
39,101,Introducción a Python,3.0,Programación
596,108,SQL Avanzado,2.0,Bases de Datos
854,106,Blockchain Fundamentals,4.0,Tecnología
137,105,Desarrollo Web Full Stack,2.0,Programación
548,105,Desarrollo Web Full Stack,4.0,Programación
512,110,Big Data con Spark,3.0,Ciencia de Datos
981,108,SQL Avanzado,2.0,Bases de Datos
764,108,SQL Avanzado,2.0,Bases de Datos
567,108,SQL Avanzado,3.0,Bases de Datos
790,105,Desarrollo Web Full Stack,3.0,Programación
889,103,Análisis de Datos con Pandas,4.0,Ciencia de Datos
653,110,Big Data con Spark,4.0,Ciencia de Datos
265,106,Blockchain Fundamentals,3.0,Tecnología
546,103,Análisis de Datos con Pandas,1.0,Ciencia de Datos
672,109,Redes Neuronales,5.0,Ciencia de Datos
327,101,Introducción a Python,3.0,Programación
980,104,Diseño UX/UI,5.0,Diseño
606,103,Análisis de Datos con Pandas,3.0,Ciencia de Datos
625,107,Marketing Digital,3.0,Negocios
858,101,Introducción a Python,2.0,Programación
685,104,Diseño UX/UI,5.0,Diseño
980,105,Desarrollo Web Full Stack,3.0,Programación
82,104,Diseño UX/UI,1.0,Diseño
114,101,Introducción a Python,2.0,Programación
154,104,Diseño UX/UI,4.0,Diseño
855,110,Big Data con Spark,3.0,Ciencia de Datos
715,109,Redes Neuronales,1.0,Ciencia de Datos
901,110,Big Data con Spark,1.0,Ciencia de Datos
401,106,Blockchain Fundamentals,2.0,Tecnología
749,109,Redes Neuronales,5.0,Ciencia de Datos
580,105,Desarrollo Web Full Stack,3.0,Programación
824,103,Análisis de Datos con Pandas,5.0,Ciencia de Datos
99,110,Big Data con Spark,3.0,Ciencia de Datos
403,107,Marketing Digital,2.0,Negocios
552,105,Desarrollo Web Full Stack,5.0,Programación
462,104,Diseño UX/UI,2.0,Diseño
84,102,Machine Learning Básico,4.0,Ciencia de Datos
109,108,SQL Avanzado,1.0,Bases de Datos
368,103,Análisis de Datos con Pandas,4.0,Ciencia de Datos
494,109,Redes Neuronales,3.0,Ciencia de Datos
836,110,Big Data con Spark,3.0,Ciencia de Datos
421,101,Introducción a Python,3.0,Programación
367,108,SQL Avanzado,3.0,Bases de Datos
40,104,Diseño UX/UI,2.0,Diseño
989,108,SQL Avanzado,2.0,Bases de Datos
4,103,Análisis de Datos con Pandas,2.0,Ciencia de Datos
953,101,Introducción a Python,5.0,Programación
248,104,Diseño UX/UI,5.0,Diseño
581,105,Desarrollo Web Full Stack,1.0,Programación
825,109,Redes Neuronales,4.0,Ciencia de Datos
566,106,Blockchain Fundamentals,5.0,Tecnología
825,110,Big Data con Spark,5.0,Ciencia de Datos
317,104,Diseño UX/UI,3.0,Diseño
384,103,Análisis de Datos con Pandas,4.0,Ciencia de Datos
988,106,Blockchain Fundamentals,3.0,Tecnología
511,104,Diseño UX/UI,1.0,Diseño
965,107,Marketing Digital,2.0,Negocios
306,105,Desarrollo Web Full Stack,1.0,Programación
112,103,Análisis de Datos con Pandas,1.0,Ciencia de Datos
382,106,Blockchain Fundamentals,4.0,Tecnología
551,108,SQL Avanzado,5.0,Bases de Datos
310,105,Desarrollo Web Full Stack,1.0,Programación
272,107,Marketing Digital,2.0,Negocios
202,102,Machine Learning Básico,1.0,Ciencia de Datos
977,110,Big Data con Spark,1.0,Ciencia de Datos
785,104,Diseño UX/UI,4.0,Diseño
111,109,Redes Neuronales,3.0,Ciencia de Datos
917,105,Desarrollo Web Full Stack,1.0,Programación
833,109,Redes Neuronales,3.0,Ciencia de Datos
804,101,Introducción a Python,1.0,Programación
895,108,SQL Avanzado,2.0,Bases de Datos
104,107,Marketing Digital,3.0,Negocios
198,101,Introducción a Python,2.0,Programación
167,109,Redes Neuronales,1.0,Ciencia de Datos
418,109,Redes Neuronales,5.0,Ciencia de Datos
73,106,Blockchain Fundamentals,4.0,Tecnología
308,105,Desarrollo Web Full Stack,3.0,Programación
337,101,Introducción a Python,4.0,Programación
880,107,Marketing Digital,1.0,Negocios
849,103,Análisis de Datos con Pandas,2.0,Ciencia de Datos
783,104,Diseño UX/UI,4.0,Diseño
914,101,Introducción a Python,3.0,Programación
43,104,Diseño UX/UI,3.0,Diseño
488,110,Big Data con Spark,1.0,Ciencia de Datos
270,102,Machine Learning Básico,5.0,Ciencia de Datos
759,104,Diseño UX/UI,3.0,Diseño
925,103,Análisis de Datos con Pandas,1.0,Ciencia de Datos
993,101,Introducción a Python,3.0,Programación
193,105,Desarrollo Web Full Stack,3.0,Programación
336,106,Blockchain Fundamentals,5.0,Tecnología
240,103,Análisis de Datos con Pandas,3.0,Ciencia de Datos
716,110,Big Data con Spark,1.0,Ciencia de Datos
660,104,Diseño UX/UI,4.0,Diseño
151,102,Machine Learning Básico,3.0,Ciencia de Datos
313,105,Desarrollo Web Full Stack,3.0,Programación
626,107,Marketing Digital,3.0,Negocios
179,102,Machine Learning Básico,4.0,Ciencia de Datos
464,108,SQL Avanzado,4.0,Bases de Datos
993,101,Introducción a Python,4.0,Programación
126,105,Desarrollo Web Full Stack,3.0,Programación
901,101,Introducción a Python,1.0,Programación
517,109,Redes Neuronales,4.0,Ciencia de Datos
846,105,Desarrollo Web Full Stack,3.0,Programación
33,102,Machine Learning Básico,1.0,Ciencia de Datos
19,106,Blockchain Fundamentals,5.0,Tecnología
891,102,Machine Learning Básico,4.0,Ciencia de Datos
289,104,Diseño UX/UI,3.0,Diseño
128,106,Blockchain Fundamentals,5.0,Tecnología
760,104,Diseño UX/UI,5.0,Diseño
792,102,Machine Learning Básico,2.0,Ciencia de Datos
361,109,Redes Neuronales,2.0,Ciencia de Datos
574,110,Big Data con Spark,1.0,Ciencia de Datos
322,106,Blockchain Fundamentals,2.0,Tecnología
325,109,Redes Neuronales,5.0,Ciencia de Datos
82,110,Big Data con Spark,4.0,Ciencia de Datos
425,101,Introducción a Python,3.0,Programación
689,107,Marketing Digital,3.0,Negocios
387,110,Big Data con Spark,2.0,Ciencia de Datos
345,103,Análisis de Datos con Pandas,2.0,Ciencia de Datos
636,108,SQL Avanzado,2.0,Bases de Datos
166,106,Blockchain Fundamentals,2.0,Tecnología
939,107,Marketing Digital,3.0,Negocios
669,106,Blockchain Fundamentals,4.0,Tecnología
987,109,Redes Neuronales,4.0,Ciencia de Datos
108,103,Análisis de Datos con Pandas,4.0,Ciencia de Datos
483,102,Machine Learning Básico,5.0,Ciencia de Datos
802,106,Blockchain Fundamentals,3.0,Tecnología
134,110,Big Data con Spark,1.0,Ciencia de Datos
481,106,Blockchain Fundamentals,1.0,Tecnología
443,104,Diseño UX/UI,3.0,Diseño
508,102,Machine Learning Básico,5.0,Ciencia de Datos
452,101,Introducción a Python,3.0,Programación
154,109,Redes Neuronales,2.0,Ciencia de Datos
821,106,Blockchain Fundamentals,3.0,Tecnología
560,105,Desarrollo Web Full Stack,3.0,Programación
248,106,Blockchain Fundamentals,4.0,Tecnología
610,109,Redes Neuronales,5.0,Ciencia de Datos
284,101,Introducción a Python,1.0,Programación
301,104,Diseño UX/UI,1.0,Diseño
137,104,Diseño UX/UI,3.0,Diseño
897,110,Big Data con Spark,4.0,Ciencia de Datos
73,110,Big Data con Spark,1.0,Ciencia de Datos
842,102,Machine Learning Básico,3.0,Ciencia de Datos
54,102,Machine Learning Básico,3.0,Ciencia de Datos
756,105,Desarrollo Web Full Stack,1.0,Programación
924,104,Diseño UX/UI,5.0,Diseño
379,109,Redes Neuronales,3.0,Ciencia de Datos
922,103,Análisis de Datos con Pandas,4.5,Ciencia de Datos
785,109,Redes Neuronales,1.0,Ciencia de Datos
170,102,Machine Learning Básico,4.0,Ciencia de Datos
493,108,SQL Avanzado,1.0,Bases de Datos
757,107,Marketing Digital,4.0,Negocios
47,101,Introducción a Python,1.0,Programación
366,105,Desarrollo Web Full Stack,3.0,Programación
944,102,Machine Learning Básico,3.0,Ciencia de Datos
61,102,Machine Learning Básico,3.0,Ciencia de Datos
830,110,Big Data con Spark,1.0,Ciencia de Datos
331,102,Machine Learning Básico,2.0,Ciencia de Datos
338,106,Blockchain Fundamentals,3.0,Tecnología
164,108,SQL Avanzado,3.0,Bases de Datos
970,106,Blockchain Fundamentals,1.0,Tecnología
888,108,SQL Avanzado,3.0,Bases de Datos
494,110,Big Data con Spark,1.0,Ciencia de Datos
73,106,Blockchain Fundamentals,3.0,Tecnología
857,107,Marketing Digital,1.0,Negocios
956,101,Introducción a Python,5.0,Programación
649,102,Machine Learning Básico,3.0,Ciencia de Datos
853,102,Machine Learning Básico,5.0,Ciencia de Datos
570,106,Blockchain Fundamentals,2.0,Tecnología
680,104,Diseño UX/UI,2.0,Diseño
252,105,Desarrollo Web Full Stack,4.0,Programación
530,102,Machine Learning Básico,3.0,Ciencia de Datos
698,109,Redes Neuronales,5.0,Ciencia de Datos
772,106,Blockchain Fundamentals,5.0,Tecnología
875,106,Blockchain Fundamentals,4.0,Tecnología
988,101,Introducción a Python,3.0,Programación
974,106,Blockchain Fundamentals,2.0,Tecnología
121,101,Introducción a Python,5.0,Programación
925,105,Desarrollo Web Full Stack,1.0,Programación
714,105,Desarrollo Web Full Stack,2.0,Programación
455,103,Análisis de Datos con Pandas,5.0,Ciencia de Datos
303,104,Diseño UX/UI,3.0,Diseño
803,104,Diseño UX/UI,5.0,Diseño
129,104,Diseño UX/UI,4.0,Diseño
444,108,SQL Avanzado,2.0,Bases de Datos
535,109,Redes Neuronales,5.0,Ciencia de Datos
61,110,Big Data con Spark,4.0,Ciencia de Datos
856,109,Redes Neuronales,5.0,Ciencia de Datos
311,107,Marketing Digital,5.0,Negocios
548,110,Big Data con Spark,1.0,Ciencia de Datos
362,110,Big Data con Spark,1.0,Ciencia de Datos
881,105,Desarrollo Web Full Stack,5.0,Programación
137,106,Blockchain Fundamentals,3.0,Tecnología
109,103,Análisis de Datos con Pandas,1.0,Ciencia de Datos
630,105,Desarrollo Web Full Stack,2.0,Programación
87,101,Introducción a Python,4.0,Programación
471,103,Análisis de Datos con Pandas,1.0,Ciencia de Datos
895,106,Blockchain Fundamentals,1.0,Tecnología
285,105,Desarrollo Web Full Stack,5.0,Programación
672,104,Diseño UX/UI,5.0,Diseño
401,107,Marketing Digital,5.0,Negocios
450,105,Desarrollo Web Full Stack,4.0,Programación
18,106,Blockchain Fundamentals,1.0,Tecnología
414,101,Introducción a Python,3.0,Programación
416,110,Big Data con Spark,3.0,Ciencia de Datos
974,110,Big Data con Spark,2.0,Ciencia de Datos
115,104,Diseño UX/UI,2.0,Diseño
713,110,Big Data con Spark,4.0,Ciencia de Datos
11,107,Marketing Digital,3.0,Negocios
118,108,SQL Avanzado,3.0,Bases de Datos
509,109,Redes Neuronales,1.0,Ciencia de Datos
958,101,Introducción a Python,3.0,Programación
195,110,Big Data con Spark,2.0,Ciencia de Datos
449,102,Machine Learning Básico,2.0,Ciencia de Datos
499,106,Blockchain Fundamentals,1.0,Tecnología
930,101,Introducción a Python,5.0,Programación
832,107,Marketing Digital,2.0,Negocios
17,107,Marketing Digital,5.0,Negocios
325,110,Big Data con Spark,1.0,Ciencia de Datos
451,107,Marketing Digital,2.0,Negocios
817,107,Marketing Digital,5.0,Negocios
193,101,Introducción a Python,1.0,Programación
171,109,Redes Neuronales,3.0,Ciencia de Datos
765,103,Análisis de Datos con Pandas,5.0,Ciencia de Datos
629,110,Big Data con Spark,4.0,Ciencia de Datos
144,109,Redes Neuronales,4.0,Ciencia de Datos
73,108,SQL Avanzado,1.0,Bases de Datos
93,109,Redes Neuronales,1.0,Ciencia de Datos
499,103,Análisis de Datos con Pandas,1.0,Ciencia de Datos
199,103,Análisis de Datos con Pandas,3.0,Ciencia de Datos
962,109,Redes Neuronales,5.0,Ciencia de Datos
783,103,Análisis de Datos con Pandas,3.0,Ciencia de Datos
693,109,Redes Neuronales,2.0,Ciencia de Datos
435,102,Machine Learning Básico,4.0,Ciencia de Datos
751,109,Redes Neuronales,4.0,Ciencia de Datos
335,104,Diseño UX/UI,1.0,Diseño
49,102,Machine Learning Básico,2.0,Ciencia de Datos
333,106,Blockchain Fundamentals,4.0,Tecnología
960,110,Big Data con Spark,5.0,Ciencia de Datos
323,103,Análisis de Datos con Pandas,3.0,Ciencia de Datos
694,108,SQL Avanzado,3.0,Bases de Datos
951,104,Diseño UX/UI,3.0,Diseño
572,104,Diseño UX/UI,3.0,Diseño
122,102,Machine Learning Básico,1.0,Ciencia de Datos
905,102,Machine Learning Básico,5.0,Ciencia de Datos
504,109,Redes Neuronales,4.0,Ciencia de Datos
136,109,Redes Neuronales,2.5,Ciencia de Datos
314,105,Desarrollo Web Full Stack,5.0,Programación
830,107,Marketing Digital,2.0,Negocios
500,101,Introducción a Python,3.0,Programación
485,103,Análisis de Datos con Pandas,4.0,Ciencia de Datos
541,107,Marketing Digital,4.0,Negocios
265,106,Blockchain Fundamentals,5.0,Tecnología
442,101,Introducción a Python,3.0,Programación
789,110,Big Data con Spark,4.0,Ciencia de Datos
490,105,Desarrollo Web Full Stack,5.0,Programación
470,110,Big Data con Spark,4.0,Ciencia de Datos
682,106,Blockchain Fundamentals,3.0,Tecnología
825,108,SQL Avanzado,5.0,Bases de Datos
955,102,Machine Learning Básico,4.0,Ciencia de Datos
650,101,Introducción a Python,2.0,Programación
514,102,Machine Learning Básico,4.0,Ciencia de Datos
371,110,Big Data con Spark,2.5,Ciencia de Datos
318,101,Introducción a Python,1.0,Programación
239,103,Análisis de Datos con Pandas,3.0,Ciencia de Datos
222,101,Introducción a Python,5.0,Programación
992,105,Desarrollo Web Full Stack,2.0,Programación
622,104,Diseño UX/UI,2.0,Diseño
999,105,Desarrollo Web Full Stack,4.0,Programación
480,107,Marketing Digital,4.0,Negocios
869,104,Diseño UX/UI,4.0,Diseño
161,108,SQL Avanzado,1.0,Bases de Datos
677,106,Blockchain Fundamentals,5.0,Tecnología
405,103,Análisis de Datos con Pandas,5.0,Ciencia de Datos
828,108,SQL Avanzado,2.0,Bases de Datos
688,106,Blockchain Fundamentals,1.0,Tecnología
56,108,SQL Avanzado,5.0,Bases de Datos
455,108,SQL Avanzado,5.0,Bases de Datos
230,102,Machine Learning Básico,2.0,Ciencia de Datos
264,101,Introducción a Python,5.0,Programación
768,106,Blockchain Fundamentals,3.0,Tecnología
276,110,Big Data con Spark,3.0,Ciencia de Datos
365,103,Análisis de Datos con Pandas,5.0,Ciencia de Datos
781,101,Introducción a Python,3.0,Programación
459,105,Desarrollo Web Full Stack,3.0,Programación
950,105,Desarrollo Web Full Stack,3.0,Programación
598,106,Blockchain Fundamentals,2.0,Tecnología
433,104,Diseño UX/UI,3.0,Diseño
442,103,Análisis de Datos con Pandas,3.0,Ciencia de Datos
208,105,Desarrollo Web Full Stack,5.0,Programación
125,110,Big Data con Spark,3.0,Ciencia de Datos
537,104,Diseño UX/UI,5.0,Diseño
541,103,Análisis de Datos con Pandas,3.0,Ciencia de Datos
450,110,Big Data con Spark,5.0,Ciencia de Datos
939,109,Redes Neuronales,4.0,Ciencia de Datos
48,103,Análisis de Datos con Pandas,3.0,Ciencia de Datos
622,102,Machine Learning Básico,4.0,Ciencia de Datos
709,105,Desarrollo Web Full Stack,3.0,Programación
661,102,Machine Learning Básico,4.0,Ciencia de Datos
758,101,Introducción a Python,2.0,Programación
468,106,Blockchain Fundamentals,1.0,Tecnología
14,102,Machine Learning Básico,3.0,Ciencia de Datos
567,106,Blockchain Fundamentals,2.0,Tecnología
888,107,Marketing Digital,3.0,Negocios
277,105,Desarrollo Web Full Stack,1.0,Programación
571,109,Redes Neuronales,1.0,Ciencia de Datos
182,110,Big Data con Spark,3.0,Ciencia de Datos
833,107,Marketing Digital,4.0,Negocios
193,108,SQL Avanzado,4.0,Bases de Datos
406,106,Blockchain Fundamentals,2.0,Tecnología
943,101,Introducción a Python,5.0,Programación
430,102,Machine Learning Básico,4.0,Ciencia de Datos
434,101,Introducción a Python,3.0,Programación
43,108,SQL Avanzado,4.0,Bases de Datos
222,106,Blockchain Fundamentals,3.0,Tecnología
156,108,SQL Avanzado,2.0,Bases de Datos
94,102,Machine Learning Básico,5.0,Ciencia de Datos
945,106,Blockchain Fundamentals,2.0,Tecnología
804,106,Blockchain Fundamentals,2.0,Tecnología
587,108,SQL Avanzado,4.0,Bases de Datos
936,106,Blockchain Fundamentals,4.0,Tecnología
8,108,SQL Avanzado,2.0,Bases de Datos
926,101,Introducción a Python,4.0,Programación
628,107,Marketing Digital,3.0,Negocios
519,108,SQL Avanzado,3.0,Bases de Datos
181,107,Marketing Digital,1.0,Negocios
931,103,Análisis de Datos con Pandas,4.0,Ciencia de Datos
805,110,Big Data con Spark,1.0,Ciencia de Datos
751,107,Marketing Digital,1.0,Negocios
264,105,Desarrollo Web Full Stack,4.0,Programación
380,107,Marketing Digital,5.0,Negocios
631,101,Introducción a Python,1.5,Programación
64,110,Big Data con Spark,5.0,Ciencia de Datos
915,102,Machine Learning Básico,2.0,Ciencia de Datos
71,110,Big Data con Spark,2.0,Ciencia de Datos
763,104,Diseño UX/UI,2.0,Diseño
358,108,SQL Avanzado,2.0,Bases de Datos
928,104,Diseño UX/UI,5.0,Diseño
84,103,Análisis de Datos con Pandas,5.0,Ciencia de Datos
638,109,Redes Neuronales,4.0,Ciencia de Datos
56,107,Marketing Digital,3.0,Negocios
110,108,SQL Avanzado,5.0,Bases de Datos
862,108,SQL Avanzado,4.0,Bases de Datos
650,107,Marketing Digital,4.0,Negocios
49,104,Diseño UX/UI,5.0,Diseño
13,104,Diseño UX/UI,5.0,Diseño
794,106,Blockchain Fundamentals,4.0,Tecnología
223,102,Machine Learning Básico,2.0,Ciencia de Datos
31,107,Marketing Digital,3.0,Negocios
988,105,Desarrollo Web Full Stack,2.0,Programación
424,108,SQL Avanzado,3.0,Bases de Datos
940,107,Marketing Digital,1.0,Negocios
65,107,Marketing Digital,2.0,Negocios
825,107,Marketing Digital,1.2,Negocios
181,108,SQL Avanzado,2.0,Bases de Datos
777,106,Blockchain Fundamentals,5.0,Tecnología
89,102,Machine Learning Básico,3.0,Ciencia de Datos
972,108,SQL Avanzado,1.0,Bases de Datos
399,110,Big Data con Spark,5.0,Ciencia de Datos
849,109,Redes Neuronales,4.0,Ciencia de Datos
218,105,Desarrollo Web Full Stack,2.0,Programación
845,109,Redes Neuronales,4.0,Ciencia de Datos
428,106,Blockchain Fundamentals,3.0,Tecnología
444,107,Marketing Digital,1.0,Negocios
227,102,Machine Learning Básico,4.0,Ciencia de Datos
187,109,Redes Neuronales,5.0,Ciencia de Datos
877,101,Introducción a Python,1.0,Programación
229,106,Blockchain Fundamentals,3.0,Tecnología
589,109,Redes Neuronales,4.0,Ciencia de Datos
858,106,Blockchain Fundamentals,4.0,Tecnología
551,108,SQL Avanzado,1.0,Bases de Datos
845,106,Blockchain Fundamentals,4.0,Tecnología
53,103,Análisis de Datos con Pandas,4.0,Ciencia de Datos
643,106,Blockchain Fundamentals,2.0,Tecnología
720,106,Blockchain Fundamentals,5.0,Tecnología
422,108,SQL Avanzado,1.0,Bases de Datos
6,103,Análisis de Datos con Pandas,2.0,Ciencia de Datos
387,101,Introducción a Python,3.0,Programación
799,105,Desarrollo Web Full Stack,4.0,Programación
345,109,Redes Neuronales,5.0,Ciencia de Datos
762,104,Diseño UX/UI,4.0,Diseño
525,110,Big Data con Spark,2.0,Ciencia de Datos
945,104,Diseño UX/UI,4.0,Diseño
717,101,Introducción a Python,4.0,Programación
481,101,Introducción a Python,5.0,Programación
273,108,SQL Avanzado,2.0,Bases de Datos
328,102,Machine Learning Básico,3.0,Ciencia de Datos
109,107,Marketing Digital,3.0,Negocios
474,107,Marketing Digital,5.0,Negocios
497,109,Redes Neuronales,5.0,Ciencia de Datos
272,107,Marketing Digital,2.0,Negocios
758,102,Machine Learning Básico,1.0,Ciencia de Datos
286,107,Marketing Digital,5.0,Negocios
608,102,Machine Learning Básico,5.0,Ciencia de Datos
238,102,Machine Learning Básico,5.0,Ciencia de Datos
171,105,Desarrollo Web Full Stack,5.0,Programación
624,107,Marketing Digital,1.0,Negocios
936,103,Análisis de Datos con Pandas,4.0,Ciencia de Datos
143,109,Redes Neuronales,4.0,Ciencia de Datos
714,105,Desarrollo Web Full Stack,4.0,Programación
926,101,Introducción a Python,1.0,Programación
308,109,Redes Neuronales,1.0,Ciencia de Datos
44,103,Análisis de Datos con Pandas,3.0,Ciencia de Datos
98,109,Redes Neuronales,4.0,Ciencia de Datos
481,109,Redes Neuronales,1.0,Ciencia de Datos
904,108,SQL Avanzado,3.0,Bases de Datos
190,101,Introducción a Python,3.0,Programación
232,110,Big Data con Spark,3.0,Ciencia de Datos
139,107,Marketing Digital,3.0,Negocios
863,101,Introducción a Python,1.0,Programación
416,110,Big Data con Spark,5.0,Ciencia de Datos
725,105,Desarrollo Web Full Stack,2.0,Programación
614,105,Desarrollo Web Full Stack,5.0,Programación
192,103,Análisis de Datos con Pandas,1.0,Ciencia de Datos
945,103,Análisis de Datos con Pandas,3.0,Ciencia de Datos
139,108,SQL Avanzado,1.0,Bases de Datos
149,103,Análisis de Datos con Pandas,2.0,Ciencia de Datos
63,108,SQL Avanzado,3.0,Bases de Datos
871,101,Introducción a Python,3.0,Programación
184,106,Blockchain Fundamentals,4.0,Tecnología
962,106,Blockchain Fundamentals,5.0,Tecnología
371,104,Diseño UX/UI,4.0,Diseño
726,110,Big Data con Spark,1.0,Ciencia de Datos
299,104,Diseño UX/UI,2.0,Diseño
269,104,Diseño UX/UI,2.0,Diseño
288,101,Introducción a Python,1.0,Programación
228,107,Marketing Digital,4.0,Negocios
494,103,Análisis de Datos con Pandas,2.0,Ciencia de Datos
252,103,Análisis de Datos con Pandas,3.0,Ciencia de Datos
796,101,Introducción a Python,2.0,Programación
210,108,SQL Avanzado,1.0,Bases de Datos
447,108,SQL Avanzado,2.0,Bases de Datos
900,106,Blockchain Fundamentals,4.0,Tecnología
923,109,Redes Neuronales,4.0,Ciencia de Datos
287,108,SQL Avanzado,5.0,Bases de Datos
537,102,Machine Learning Básico,3.0,Ciencia de Datos
250,108,SQL Avanzado,2.0,Bases de Datos
73,110,Big Data con Spark,4.0,Ciencia de Datos
960,108,SQL Avanzado,2.0,Bases de Datos
211,103,Análisis de Datos con Pandas,5.0,Ciencia de Datos
195,110,Big Data con Spark,3.0,Ciencia de Datos
464,101,Introducción a Python,3.0,Programación
460,109,Redes Neuronales,5.0,Ciencia de Datos
556,110,Big Data con Spark,2.0,Ciencia de Datos
983,102,Machine Learning Básico,4.0,Ciencia de Datos
140,107,Marketing Digital,4.0,Negocios
87,107,Marketing Digital,1.0,Negocios
246,109,Redes Neuronales,2.0,Ciencia de Datos
670,103,Análisis de Datos con Pandas,2.0,Ciencia de Datos
149,109,Redes Neuronales,4.0,Ciencia de Datos
433,104,Diseño UX/UI,5.0,Diseño
446,101,Introducción a Python,4.0,Programación
294,110,Big Data con Spark,2.0,Ciencia de Datos
878,104,Diseño UX/UI,1.0,Diseño
789,108,SQL Avanzado,1.0,Bases de Datos
890,105,Desarrollo Web Full Stack,1.0,Programación
875,107,Marketing Digital,4.0,Negocios
91,102,Machine Learning Básico,5.0,Ciencia de Datos
988,103,Análisis de Datos con Pandas,3.0,Ciencia de Datos
552,102,Machine Learning Básico,2.0,Ciencia de Datos
345,104,Diseño UX/UI,1.0,Diseño
712,107,Marketing Digital,3.0,Negocios
573,105,Desarrollo Web Full Stack,2.0,Programación
237,105,Desarrollo Web Full Stack,5.0,Programación
56,106,Blockchain Fundamentals,5.0,Tecnología
197,109,Redes Neuronales,3.0,Ciencia de Datos
752,102,Machine Learning Básico,1.0,Ciencia de Datos
360,103,Análisis de Datos con Pandas,3.0,Ciencia de Datos
988,107,Marketing Digital,2.0,Negocios
717,108,SQL Avanzado,5.0,Bases de Datos
893,106,Blockchain Fundamentals,4.0,Tecnología
890,109,Redes Neuronales,2.5,Ciencia de Datos
981,108,SQL Avanzado,2.0,Bases de Datos
247,104,Diseño UX/UI,1.0,Diseño
588,101,Introducción a Python,5.0,Programación
111,101,Introducción a Python,1.0,Programación
761,110,Big Data con Spark,2.0,Ciencia de Datos
405,101,Introducción a Python,3.0,Programación
208,108,SQL Avanzado,1.0,Bases de Datos
529,106,Blockchain Fundamentals,2.0,Tecnología
653,101,Introducción a Python,1.0,Programación
496,106,Blockchain Fundamentals,3.0,Tecnología
366,108,SQL Avanzado,5.0,Bases de Datos
655,106,Blockchain Fundamentals,5.0,Tecnología
795,101,Introducción a Python,5.0,Programación
675,106,Blockchain Fundamentals,5.0,Tecnología
982,110,Big Data con Spark,1.0,Ciencia de Datos
407,109,Redes Neuronales,2.0,Ciencia de Datos
26,105,Desarrollo Web Full Stack,2.0,Programación
532,106,Blockchain Fundamentals,3.0,Tecnología
448,102,Machine Learning Básico,2.0,Ciencia de Datos
388,101,Introducción a Python,1.0,Programación
526,107,Marketing Digital,4.0,Negocios
887,103,Análisis de Datos con Pandas,3.0,Ciencia de Datos
751,103,Análisis de Datos con Pandas,1.0,Ciencia de Datos
419,103,Análisis de Datos con Pandas,4.0,Ciencia de Datos
612,103,Análisis de Datos con Pandas,2.0,Ciencia de Datos
432,108,SQL Avanzado,5.0,Bases de Datos
381,101,Introducción a Python,3.0,Programación
50,101,Introducción a Python,3.0,Programación
800,104,Diseño UX/UI,5.0,Diseño
966,110,Big Data con Spark,5.0,Ciencia de Datos
880,104,Diseño UX/UI,3.0,Diseño
720,104,Diseño UX/UI,5.0,Diseño
